Time (30 min slot)(t),Time code,PV_Output (kw) ,Load (kw) ,System price (yen / kWhalfhour),random PV price(yen / kWhalfhour)
9/4/2020,9,0,280.96679,2.52,2
9/4/2020,10,0.066431,283.684718,2.695,2
9/4/2020,11,17.134478,294.580578,2.795,2
9/4/2020,12,78.50609,313.075682,2.795,2
9/4/2020,13,161.087462,327.224375,2.805,2
9/4/2020,14,332.185618,338.699179,2.815,2
9/4/2020,15,452.268648,365.524944,2.87,3
9/4/2020,16,671.71832,310.77419,2.905,3
9/4/2020,17,849.14039,299.87777,2.87,3
9/4/2020,18,988.21627,273.356049,3.135,3
9/4/2020,19,1134.23238,268.57195,7.5,7
9/4/2020,20,1236.24801,256.836172,5.975,6
9/4/2020,21,1332.006,236.039361,4.98,4
9/4/2020,22,1387.55308,229.573551,5.225,4
9/4/2020,23,1444.0681,230.274104,4.985,4
9/4/2020,24,1482.6344,227.9714,5.54,5
9/4/2020,25,1410.579243,243.46508,5.345,4
9/4/2020,26,1417.33497,240.241184,5.735,5
9/4/2020,27,1180.20021,247.40686,7.5,6
9/4/2020,28,1125.62876,234.84682,8,7
9/4/2020,29,961.81823,241.477465,15,15
9/4/2020,30,1093.71214,232.78361,18.4,16
9/4/2020,31,362.54555,231.932069,19.265,15
9/4/2020,32,102.473307,240.05051,23.03,20
9/4/2020,33,91.750929,245.914444,23.52,19
9/4/2020,34,385.73096,273.096599,22.5,21
9/4/2020,35,111.543711,277.02496,10,8
9/4/2020,36,144.250334,304.243442,7.115,5
9/4/2020,37,110.388993,306.061836,6.26,5
9/4/2020,38,1.711287,369.328473,6.26,6
9/4/2020,39,0.138527,445.503473,6,5
9/4/2020,40,0.006725,442.93549,5.465,5
9/4/2020,41,0,440.06871,5.465,5
9/4/2020,42,0,413.315718,4.945,4
9/4/2020,43,0,423.696834,2.94,3
9/4/2020,44,0,405.956159,2.94,3
9/4/2020,45,0,379.146891,2.91,3
9/4/2020,46,0,369.29882,2.88,3
9/4/2020,47,0,337.575069,2.78,2
9/4/2020,48,0,318.280304,2.725,2
9/5/2020,1,0,304.193347,2.77,2
9/5/2020,2,0,288.10552,2.77,2
9/5/2020,3,0,253.235931,2.725,2
9/5/2020,4,0,257.904017,2.725,2
9/5/2020,5,0,259.398634,2.325,2
9/5/2020,6,0,245.810607,2.325,2
9/5/2020,7,0,258.93706,2.3,2
9/5/2020,8,0,266.880202,2.27,2
9/5/2020,9,0,286.184031,2.27,2
9/5/2020,10,0,291.092527,2.3,2
9/5/2020,11,5.813117,280.488061,2.32,2
9/5/2020,12,65.981003,315.465636,2.32,2
9/5/2020,13,9.80012,300.744055,2.32,2
9/5/2020,14,124.850455,340.910611,2.27,2
9/5/2020,15,132.866415,361.908279,2.38,2
9/5/2020,16,229.159915,332.976369,2.27,2
9/5/2020,17,457.09694,291.172224,2.06,2
9/5/2020,18,261.95613,269.053818,2.16,2
9/5/2020,19,185.908925,259.042125,2.725,2
9/5/2020,20,453.54399,245.972169,2.725,2
9/5/2020,21,1264.52122,237.285279,2.725,2
9/5/2020,22,1120.27599,224.337489,2.755,2
9/5/2020,23,1467.32275,230.836389,2.79,2
9/5/2020,24,1601.92423,231.949685,2.805,2
9/5/2020,25,960.53726,233.5302,2.88,3
9/5/2020,26,1382.13461,260.837526,2.9,3
9/5/2020,27,824.06853,255.70939,2.965,3
9/5/2020,28,747.78414,236.3488,2.965,3
9/5/2020,29,870.22608,233.16832,3.17,3
9/5/2020,30,445.75924,232.092289,3.17,3
9/5/2020,31,934.41362,252.8339,3.17,3
9/5/2020,32,96.624172,230.024025,3.17,3
9/5/2020,33,152.117651,236.903138,4.3,4
9/5/2020,34,100.237394,270.429607,4.5,4
9/5/2020,35,181.603088,275.563485,7,7
9/5/2020,36,115.552721,336.843286,7.115,5
9/5/2020,37,65.774582,341.827243,4.065,4
9/5/2020,38,5.610943,378.351832,3.89,3
9/5/2020,39,0.215493,414.56938,4.12,3
9/5/2020,40,0.006725,424.776265,3.83,3
9/5/2020,41,0,415.545536,2.87,3
9/5/2020,42,0,398.546739,2.81,2
9/5/2020,43,0,415.46177,2.745,2
9/5/2020,44,0,406.13398,2.725,2
9/5/2020,45,0,393.469537,2.725,2
9/5/2020,46,0,361.94633,2.68,2
9/5/2020,47,0,339.526581,2.11,2
9/5/2020,48,0,331.015659,2.055,2
9/6/2020,1,0,319.934508,2.005,2
9/6/2020,2,0,279.569731,2.005,2
9/6/2020,3,0,261.448983,1.965,2
9/6/2020,4,0,254.693558,1.965,2
9/6/2020,5,0,255.788394,1.955,2
9/6/2020,6,0,255.505863,1.955,2
9/6/2020,7,0,267.112326,1.965,2
9/6/2020,8,0,276.571557,1.965,2
9/6/2020,9,0,289.804505,1.965,2
9/6/2020,10,0,288.821685,1.955,2
9/6/2020,11,5.590689,305.964757,1.955,2
9/6/2020,12,79.589525,306.467744,1.93,2
9/6/2020,13,189.965499,318.366909,1.91,2
9/6/2020,14,399.43244,319.527539,1.91,2
9/6/2020,15,585.27656,355.841812,1.9,2
9/6/2020,16,741.98394,315.882458,1.895,2
9/6/2020,17,935.79611,291.090117,1.9,2
9/6/2020,18,1062.54023,258.964301,1.94,2
9/6/2020,19,752.21409,245.969352,1.985,2
9/6/2020,20,1075.81696,248.411637,2.01,2
9/6/2020,21,859.54649,221.030432,2.04,2
9/6/2020,22,1257.76264,221.004745,2.04,2
9/6/2020,23,994.34404,221.645257,2.04,2
9/6/2020,24,1314.81315,232.3547,2.04,2
9/6/2020,25,1223.8006,246.56926,2.17,2
9/6/2020,26,663.5869,242.7738,2.19,2
9/6/2020,27,478.71584,244.866494,2.34,2
9/6/2020,28,837.22969,233.15892,2.5,2
9/6/2020,29,1232.05014,244.495235,2.675,2
9/6/2020,30,455.29774,227.606995,2.675,2
9/6/2020,31,168.471346,224.586418,2.725,2
9/6/2020,32,7.126704,229.397257,2.75,2
9/6/2020,33,4.125974,114.939867,2.805,2
9/6/2020,34,24.709796,250.476381,2.845,2
9/6/2020,35,61.553901,280.282312,3.04,3
9/6/2020,36,25.415963,307.542726,3.04,3
9/6/2020,37,23.28255,334.508561,3.04,3
9/6/2020,38,0.633306,380.895146,3.04,3
9/6/2020,39,0.157355,421.001445,3.05,3
9/6/2020,40,0,415.186274,3.035,3
9/6/2020,41,0,406.012539,2.865,3
9/6/2020,42,0,404.322229,2.815,2
9/6/2020,43,0,408.842119,2.785,2
9/6/2020,44,0,386.996819,2.76,2
9/6/2020,45,0,372.096524,2.725,2
9/6/2020,46,0,361.613044,2.49,2
9/6/2020,47,0,339.621634,2.22,2
9/6/2020,48,0,325.537799,2.08,2
9/7/2020,1,0,305.788998,1.985,2
9/7/2020,2,0,286.509344,1.95,2
9/7/2020,3,0,267.854325,1.915,2
9/7/2020,4,0,259.412114,1.915,2
9/7/2020,5,0,258.065426,1.895,2
9/7/2020,6,0,260.444967,1.895,2
9/7/2020,7,0,260.966663,1.895,2
9/7/2020,8,0,271.193527,1.895,2
9/7/2020,9,0,287.460392,1.895,2
9/7/2020,10,0.005034,280.434428,1.895,2
9/7/2020,11,15.535877,282.096706,1.915,2
9/7/2020,12,30.962542,269.716363,1.915,2
9/7/2020,13,28.412542,259.257216,1.995,2
9/7/2020,14,113.729433,256.45421,2.055,2
9/7/2020,15,5.58279,279.723927,2.52,2
9/7/2020,16,36.212218,294.991544,2.725,2
9/7/2020,17,117.516392,311.310998,2.875,3
9/7/2020,18,223.19574,312.865745,3.47,3
9/7/2020,19,926.71821,321.747956,5,5
9/7/2020,20,327.78858,298.16167,6.5,5
9/7/2020,21,416.22013,285.121415,8,8
9/7/2020,22,340.33207,273.152844,7.51,7
9/7/2020,23,250.35841,264.972968,8,8
9/7/2020,24,26.224916,277.488667,8,8
9/7/2020,25,231.41704,287.799161,4.905,4
9/7/2020,26,215.557331,281.307328,4.945,4
9/7/2020,27,488.10975,279.605731,4.945,4
9/7/2020,28,1111.02856,265.195133,6.195,5
9/7/2020,29,606.74633,268.574263,6.355,5
9/7/2020,30,381.86361,261.977865,7.91,6
9/7/2020,31,741.55377,248.550339,7.5,6
9/7/2020,32,578.20386,245.154292,9.125,9
9/7/2020,33,149.600778,241.935347,10,10
9/7/2020,34,110.973764,259.235357,10,10
9/7/2020,35,54.001389,294.370683,8.855,8
9/7/2020,36,15.295797,348.101642,7.005,7
9/7/2020,37,2.428801,389.999829,8.855,7
9/7/2020,38,0.786001,405.997663,8.855,9
9/7/2020,39,0.130458,408.085404,5.705,4
9/7/2020,40,0,409.355179,4.85,4
9/7/2020,41,0,396.232399,3.045,3
9/7/2020,42,0,405.537918,2.95,3
9/7/2020,43,0,387.935253,2.845,2
9/7/2020,44,0,381.125757,2.815,2
9/7/2020,45,0,360.191081,2.81,2
9/7/2020,46,0,349.017213,2.77,2
9/7/2020,47,0,341.643145,2.675,2
9/7/2020,48,0,338.525823,2.34,2
9/8/2020,1,0,315.536762,2.725,2
9/8/2020,2,0,293.164045,2.725,2
9/8/2020,3,0,269.6424,2.72,2
9/8/2020,4,0,265.103586,2.72,2
9/8/2020,5,0,270.690477,2.285,2
9/8/2020,6,0,266.203518,2.285,2
9/8/2020,7,0,262.618384,2.285,2
9/8/2020,8,0,266.13884,2.285,2
9/8/2020,9,0,282.966982,2.27,2
9/8/2020,10,0,273.989875,2.285,2
9/8/2020,11,0.005133,275.167444,2.365,2
9/8/2020,12,0.019478,284.5192,2.72,2
9/8/2020,13,0.577786,266.850656,2.43,2
9/8/2020,14,3.245782,249.80495,2.285,2
9/8/2020,15,8.785427,246.251486,2.725,2
9/8/2020,16,6.955222,301.98275,2.725,2
9/8/2020,17,2.937367,332.090156,2.725,2
9/8/2020,18,1.680704,372.141887,2.8,2
9/8/2020,19,24.136205,384.047128,2.875,3
9/8/2020,20,435.189308,366.039198,2.875,3
9/8/2020,21,1003.609804,345.945833,2.9,3
9/8/2020,22,1219.62657,297.676119,2.9,3
9/8/2020,23,319.8246,286.234908,2.945,3
9/8/2020,24,540.00858,286.908832,2.945,3
9/8/2020,25,266.71808,300.12825,2.87,3
9/8/2020,26,27.402581,318.504838,2.89,3
9/8/2020,27,8.466884,327.033003,3.16,3
9/8/2020,28,3.535724,321.621072,3.35,3
9/8/2020,29,8.985139,302.6279,4.095,3
9/8/2020,30,22.951672,314.305141,4.945,5
9/8/2020,31,13.859269,280.525812,5.495,5
9/8/2020,32,40.759918,298.073134,7.645,8
9/8/2020,33,66.782123,295.950794,10,7
9/8/2020,34,51.121885,298.191376,14.63,11
9/8/2020,35,84.634846,321.17313,10.01,10
9/8/2020,36,95.466278,352.872066,10,9
9/8/2020,37,39.424989,366.038637,14.645,15
9/8/2020,38,12.386675,388.049039,15,11
9/8/2020,39,0.300224,422.510684,8.945,7
9/8/2020,40,0.016139,462.948706,4.945,4
9/8/2020,41,0,448.075341,5.045,5
9/8/2020,42,0.00538,418.81069,4.35,4
9/8/2020,43,0,407.866049,2.965,3
9/8/2020,44,0,401.114544,2.89,3
9/8/2020,45,0,379.071876,2.86,3
9/8/2020,46,0,356.438747,2.815,2
9/8/2020,47,0,339.514419,2.725,2
9/8/2020,48,0,327.335595,2.675,2
9/9/2020,1,0,302.745632,2.59,2
9/9/2020,2,0,274.063334,2.615,2
9/9/2020,3,0.00538,264.225099,2.725,2
9/9/2020,4,0,257.374427,2.725,2
9/9/2020,5,0,245.201423,2.39,2
9/9/2020,6,0,251.12838,2.27,2
9/9/2020,7,0,249.337969,2.29,2
9/9/2020,8,0,271.911178,2.29,2
9/9/2020,9,0,289.489636,2.27,2
9/9/2020,10,0.026146,287.232657,2.45,2
9/9/2020,11,8.666377,294.529351,2.725,2
9/9/2020,12,25.286891,319.988936,2.735,2
9/9/2020,13,71.054433,304.700865,2.58,2
9/9/2020,14,206.805715,347.958947,2.58,2
9/9/2020,15,242.71929,371.46314,2.725,2
9/9/2020,16,656.66859,320.900767,2.795,2
9/9/2020,17,987.71673,301.771814,2.795,2
9/9/2020,18,336.09462,266.355713,2.87,3
9/9/2020,19,493.40663,249.367723,3.01,3
9/9/2020,20,601.16481,235.364609,3.44,3
9/9/2020,21,1537.63202,230.769166,3.27,3
9/9/2020,22,1443.1337,228.231182,3.89,4
9/9/2020,23,1526.35688,225.999793,5.56,4
9/9/2020,24,883.58996,224.00683,7.005,5
9/9/2020,25,641.48927,236.291161,4.945,4
9/9/2020,26,1569.5712,249.5845,7.02,7
9/9/2020,27,1040.723,246.79386,7.645,6
9/9/2020,28,718.41346,219.731315,10.05,10
9/9/2020,29,1275.71866,227.87568,12.775,10
9/9/2020,30,1130.45034,232.05767,15,12
9/9/2020,31,1025.35449,226.490895,14,11
9/9/2020,32,789.79761,226.444915,15,14
9/9/2020,33,662.06077,225.83326,15,11
9/9/2020,34,472.64818,232.093809,14.03,13
9/9/2020,35,182.256331,249.034609,6.5,5
9/9/2020,36,145.147235,297.8428,4.98,4
9/9/2020,37,60.891274,305.404077,7.005,6
9/9/2020,38,14.483825,343.19937,5.98,5
9/9/2020,39,0.456931,417.465701,5.35,5
9/9/2020,40,0.009414,447.31912,4.85,5
9/9/2020,41,0,430.160839,4.655,4
9/9/2020,42,0,419.706293,3.89,4
9/9/2020,43,0,419.767159,2.965,3
9/9/2020,44,0,396.546423,2.87,3
9/9/2020,45,0,388.184297,2.835,2
9/9/2020,46,0,372.2696,2.805,2
9/9/2020,47,0,358.192549,2.665,2
9/9/2020,48,0,337.26974,2.31,2
9/10/2020,1,0,319.648361,2.785,2
9/10/2020,2,0,295.178524,2.725,2
9/10/2020,3,0,266.526371,2.725,2
9/10/2020,4,0,250.316277,2.725,2
9/10/2020,5,0,252.007886,2.725,2
9/10/2020,6,0,253.690587,2.725,2
9/10/2020,7,0,259.578689,2.715,2
9/10/2020,8,0,268.41606,2.27,2
9/10/2020,9,0,285.854294,2.275,2
9/10/2020,10,0.428344,286.31041,2.275,2
9/10/2020,11,18.820585,299.590092,2.725,2
9/10/2020,12,94.636522,307.511998,2.725,2
9/10/2020,13,210.505176,315.254535,2.76,2
9/10/2020,14,352.528225,322.690717,2.79,2
9/10/2020,15,535.05514,350.686337,2.795,2
9/10/2020,16,707.41468,316.082917,2.815,2
9/10/2020,17,880.72969,299.695009,2.965,3
9/10/2020,18,1025.8,280.177418,4.42,4
9/10/2020,19,1156.76247,263.80469,5.3,4
9/10/2020,20,1249.82216,261.665595,4.85,4
9/10/2020,21,1307.92641,234.938285,4.46,4
9/10/2020,22,1402.1059,225.718911,4.77,4
9/10/2020,23,1417.2594,228.08465,3.985,3
9/10/2020,24,1418.48602,223.942196,3.77,3
9/10/2020,25,1406.07803,251.970394,3.59,3
9/10/2020,26,1366.70539,255.202075,3.31,3
9/10/2020,27,1316.30341,248.506083,4.565,4
9/10/2020,28,1287.52481,250.55952,4.85,5
9/10/2020,29,1187.70344,239.21779,4.945,5
9/10/2020,30,1066.28856,239.715434,4.945,4
9/10/2020,31,912.02327,239.75799,4.85,4
9/10/2020,32,786.89747,241.34933,4.945,5
9/10/2020,33,599.96904,231.52354,6.72,6
9/10/2020,34,414.60656,245.03458,6.72,6
9/10/2020,35,271.076879,265.779945,5.525,4
9/10/2020,36,152.139045,289.73021,4.945,4
9/10/2020,37,54.132424,303.974455,5.025,5
9/10/2020,38,10.430694,353.773914,5.005,5
9/10/2020,39,0.240245,409.786439,4.65,4
9/10/2020,40,0.022863,430.158548,3.96,3
9/10/2020,41,0,439.925832,3.635,3
9/10/2020,42,0,417.372432,3.27,3
9/10/2020,43,0,417.258834,2.9,3
9/10/2020,44,0,407.854064,2.855,2
9/10/2020,45,0,390.070094,2.81,2
9/10/2020,46,0,377.61976,2.8,2
9/10/2020,47,0,360.816692,2.725,2
9/10/2020,48,0,334.749179,2.38,2
9/11/2020,1,0,314.981661,2.13,2
9/11/2020,2,0,289.566719,2.27,2
9/11/2020,3,0,265.559353,2.13,2
9/11/2020,4,0,247.341349,2.13,2
9/11/2020,5,0,248.920206,2.105,2
9/11/2020,6,0,245.715118,2.105,2
9/11/2020,7,0,254.999016,2.105,2
9/11/2020,8,0,264.202543,2.105,2
9/11/2020,9,0,285.344542,2.105,2
9/11/2020,10,0.596156,287.656354,2.11,2
9/11/2020,11,14.727061,286.276927,2.19,2
9/11/2020,12,50.853431,306.899562,2.22,2
9/11/2020,13,105.713626,297.018944,2.22,2
9/11/2020,14,342.05683,339.340138,2.27,2
9/11/2020,15,522.120211,347.625269,2.575,2
9/11/2020,16,688.92521,317.636473,2.725,2
9/11/2020,17,846.49912,289.975659,2.825,2
9/11/2020,18,996.06489,286.500302,2.88,3
9/11/2020,19,1113.13739,266.059712,3.56,3
9/11/2020,20,1245.1495,249.841585,4.85,5
9/11/2020,21,1306.83199,245.455561,4.46,4
9/11/2020,22,1187.70393,240.71322,4.85,4
9/11/2020,23,1377.39904,238.13766,4.85,5
9/11/2020,24,1432.00905,240.83969,4.85,5
9/11/2020,25,1451.03285,253.377155,4.48,4
9/11/2020,26,1376.80677,251.56544,4.48,4
9/11/2020,27,1299.90019,244.27998,4.98,5
9/11/2020,28,1312.05017,251.42541,7.5,7
9/11/2020,29,1109.40926,244.7496,6.105,5
9/11/2020,30,828.40052,243.999059,7.5,7
9/11/2020,31,1019.37521,255.41734,7.5,7
9/11/2020,32,765.47504,243.66663,8.48,6
9/11/2020,33,567.97649,255.558395,7.815,7
9/11/2020,34,279.5259,257.523504,8.48,7
9/11/2020,35,300.10147,264.395984,4.98,4
9/11/2020,36,226.956469,288.784429,4.905,4
9/11/2020,37,35.245578,318.85593,4.945,4
9/11/2020,38,23.109606,373.87854,4.945,4
9/11/2020,39,0.190205,427.60584,3.89,4
9/11/2020,40,0.067246,455.518739,3.17,3
9/11/2020,41,0,429.485519,3.27,3
9/11/2020,42,0,418.000079,3.52,3
9/11/2020,43,0,416.970042,3.27,3
9/11/2020,44,0,408.168878,2.935,3
9/11/2020,45,0,405.898889,2.885,3
9/11/2020,46,0,376.757094,2.795,2
9/11/2020,47,0,367.869481,2.49,2
9/11/2020,48,0,350.584434,2.185,2
9/12/2020,1,0,324.50218,2.265,2
9/12/2020,2,0,294.954129,2.27,2
9/12/2020,3,0,268.565735,2.22,2
9/12/2020,4,0,252.504264,2.19,2
9/12/2020,5,0,253.65564,2.15,2
9/12/2020,6,0,254.26328,2.1,2
9/12/2020,7,0,255.050314,2.135,2
9/12/2020,8,0,262.4393,2.1,2
9/12/2020,9,0,274.061982,2.1,2
9/12/2020,10,0,279.971798,2.1,2
9/12/2020,11,1.014036,286.888802,2.1,2
9/12/2020,12,30.742754,304.29066,2.075,2
9/12/2020,13,41.247685,303.662045,2.1,2
9/12/2020,14,41.696538,347.908889,2.075,2
9/12/2020,15,141.033795,356.735884,2.365,2
9/12/2020,16,233.14149,316.12588,2.405,2
9/12/2020,17,405.66413,292.417481,2.12,2
9/12/2020,18,406.4986,287.569282,2.365,2
9/12/2020,19,625.3782,265.135818,2.725,2
9/12/2020,20,1005.80624,256.471966,2.77,2
9/12/2020,21,686.61052,244.800625,2.79,2
9/12/2020,22,297.13681,220.077928,2.805,2
9/12/2020,23,321.72834,229.522343,2.8,2
9/12/2020,24,509.9235,233.03948,2.8,2
9/12/2020,25,421.00879,238.258814,2.8,2
9/12/2020,26,487.67406,236.526167,2.815,2
9/12/2020,27,428.23206,228.715032,2.885,3
9/12/2020,28,372.05585,229.226271,2.945,3
9/12/2020,29,355.43965,226.015703,2.885,3
9/12/2020,30,66.515558,223.612616,2.9,3
9/12/2020,31,128.706101,224.095449,2.93,3
9/12/2020,32,101.033879,232.970477,2.93,3
9/12/2020,33,15.472833,266.614012,2.99,3
9/12/2020,34,30.518589,278.624355,2.99,3
9/12/2020,35,22.225503,300.832636,2.99,3
9/12/2020,36,7.105036,346.87757,2.99,3
9/12/2020,37,2.420038,365.373312,3.27,3
9/12/2020,38,0.546076,412.299865,3.1,3
9/12/2020,39,0.032278,442.588514,3.02,3
9/12/2020,40,0,434.813324,2.935,3
9/12/2020,41,0,423.105109,2.795,2
9/12/2020,42,0,425.399561,2.77,2
9/12/2020,43,0,420.944269,2.575,2
9/12/2020,44,0,391.198064,2.27,2
9/12/2020,45,0,395.393064,2.79,2
9/12/2020,46,0,372.822635,2.735,2
9/12/2020,47,0,354.142647,2.25,2
9/12/2020,48,0,330.290861,2.09,2
9/13/2020,1,0,321.043112,2.135,2
9/13/2020,2,0,300.426325,2.045,2
9/13/2020,3,0,264.517387,2.045,2
9/13/2020,4,0,256.896736,1.96,2
9/13/2020,5,0,239.510833,1.96,2
9/13/2020,6,0,258.430141,1.96,2
9/13/2020,7,0,258.012971,1.96,2
9/13/2020,8,0,280.287749,1.96,2
9/13/2020,9,0,287.058175,1.96,2
9/13/2020,10,0,287.590809,1.96,2
9/13/2020,11,1.682277,313.706368,1.97,2
9/13/2020,12,21.97812,318.371044,1.96,2
9/13/2020,13,53.567779,307.220011,1.935,2
9/13/2020,14,128.9815,325.189744,1.91,2
9/13/2020,15,194.74068,354.657869,1.91,2
9/13/2020,16,297.27204,331.101605,1.91,2
9/13/2020,17,372.89652,299.38686,1.785,2
9/13/2020,18,866.74957,280.745943,1.805,2
9/13/2020,19,893.92377,250.090033,1.895,2
9/13/2020,20,1217.02326,249.244397,1.865,2
9/13/2020,21,1382.6352,241.818931,1.895,2
9/13/2020,22,1420.98442,225.597856,1.895,2
9/13/2020,23,1446.94287,229.612274,1.915,2
9/13/2020,24,1531.69849,227.16874,1.91,2
9/13/2020,25,1549.41724,248.70244,1.945,2
9/13/2020,26,1523.55637,248.98334,1.94,2
9/13/2020,27,1474.81732,234.49872,2.07,2
9/13/2020,28,1445.59787,245.175699,2.45,2
9/13/2020,29,1332.15847,236.807834,2.225,2
9/13/2020,30,1197.24719,228.84321,2.225,2
9/13/2020,31,1052.54194,238.913734,2.27,2
9/13/2020,32,885.54449,228.807969,2.725,2
9/13/2020,33,704.52855,234.351599,2.91,3
9/13/2020,34,360.981172,245.125889,3.025,3
9/13/2020,35,271.624611,256.991022,2.99,3
9/13/2020,36,159.56694,273.361386,2.99,3
9/13/2020,37,78.024099,303.551358,3.04,3
9/13/2020,38,8.456012,343.565515,3.04,3
9/13/2020,39,0.365585,390.751859,2.99,3
9/13/2020,40,0.025554,424.871291,2.99,3
9/13/2020,41,0,418.19112,2.89,3
9/13/2020,42,0,418.049006,2.89,3
9/13/2020,43,0,412.676612,2.8,2
9/13/2020,44,0,390.190849,2.785,2
9/13/2020,45,0,382.480534,2.745,2
9/13/2020,46,0,369.665888,2.725,2
9/13/2020,47,0,359.099182,2.725,2
9/13/2020,48,0,350.63137,2.165,2
9/14/2020,1,0,321.931043,1.945,2
9/14/2020,2,0,288.575314,1.92,2
9/14/2020,3,0,266.709388,1.905,2
9/14/2020,4,0,257.524874,1.895,2
9/14/2020,5,0,246.560941,1.895,2
9/14/2020,6,0,258.7878,1.9,2
9/14/2020,7,0,246.364699,1.9,2
9/14/2020,8,0,261.931361,1.9,2
9/14/2020,9,0,275.627762,1.905,2
9/14/2020,10,1.095134,280.595453,1.915,2
9/14/2020,11,26.291492,282.545691,1.945,2
9/14/2020,12,89.742882,293.357976,1.945,2
9/14/2020,13,233.115248,266.011259,1.95,2
9/14/2020,14,417.833349,258.758037,1.95,2
9/14/2020,15,621.521991,288.053416,2.025,2
9/14/2020,16,819.72944,283.337147,2.055,2
9/14/2020,17,1007.59971,287.555362,2.085,2
9/14/2020,18,1170.12999,309.992921,2.285,2
9/14/2020,19,1309.03229,298.722301,2.795,2
9/14/2020,20,1418.40811,290.83337,2.795,2
9/14/2020,21,1494.5871,262.259041,2.745,2
9/14/2020,22,1555.6173,260.897115,2.745,2
9/14/2020,23,1590.5505,261.52751,2.79,2
9/14/2020,24,1595.9118,261.107739,2.785,2
9/14/2020,25,1576.5288,299.60762,2.725,2
9/14/2020,26,1542.7812,302.06898,2.725,2
9/14/2020,27,1501.85767,285.979829,2.84,2
9/14/2020,28,1425.98545,272.382444,2.87,3
9/14/2020,29,1307.58331,253.73364,2.94,3
9/14/2020,30,1138.4658,263.792335,3.005,3
9/14/2020,31,974.35459,255.53562,3.09,3
9/14/2020,32,827.07393,254.859159,3.09,3
9/14/2020,33,671.95466,256.78779,3.105,3
9/14/2020,34,485.846012,258.64675,3.225,3
9/14/2020,35,303.524288,277.077195,3.15,3
9/14/2020,36,153.629832,289.32551,3.15,3
9/14/2020,37,63.952032,308.200234,3.27,3
9/14/2020,38,24.621166,341.601355,3.24,3
9/14/2020,39,0.432456,394.318348,3.17,3
9/14/2020,40,0.026898,380.068987,3.17,3
9/14/2020,41,0,395.049986,3.1,3
9/14/2020,42,0,395.283489,2.93,3
9/14/2020,43,0,402.829544,2.875,3
9/14/2020,44,0,383.878419,2.815,2
9/14/2020,45,0,363.654362,2.795,2
9/14/2020,46,0,353.295754,2.725,2
9/14/2020,47,0,354.658084,2.27,2
9/14/2020,48,0,340.179826,2.12,2
9/15/2020,1,0,323.259388,1.935,2
9/15/2020,2,0,290.155479,1.905,2
9/15/2020,3,0,257.32315,1.955,2
9/15/2020,4,0,255.721136,1.955,2
9/15/2020,5,0,254.184345,1.895,2
9/15/2020,6,0,252.625423,1.895,2
9/15/2020,7,0,260.040798,1.9,2
9/15/2020,8,0,268.975705,1.9,2
9/15/2020,9,0,280.961393,1.905,2
9/15/2020,10,0.068911,266.183773,1.905,2
9/15/2020,11,6.416238,269.36626,1.94,2
9/15/2020,12,53.830131,286.512216,1.94,2
9/15/2020,13,130.570578,257.048847,1.955,2
9/15/2020,14,313.46042,256.458438,1.955,2
9/15/2020,15,585.05642,259.805794,1.995,2
9/15/2020,16,792.65401,278.852964,1.99,2
9/15/2020,17,956.1784,288.049261,2.545,2
9/15/2020,18,1082.94924,312.770597,2.725,2
9/15/2020,19,1191.92222,312.789742,2.48,2
9/15/2020,20,1320.23706,297.555286,2.325,2
9/15/2020,21,1421.20306,278.327934,2.685,2
9/15/2020,22,1479.83771,285.407853,2.715,2
9/15/2020,23,1488.35116,273.091196,2.725,2
9/15/2020,24,1506.25748,281.46301,2.725,2
9/15/2020,25,1514.23369,284.158181,2.35,2
9/15/2020,26,1469.63721,291.70456,2.29,2
9/15/2020,27,1266.18627,271.65592,2.775,2
9/15/2020,28,1263.94397,282.98137,2.855,2
9/15/2020,29,904.10992,260.07363,2.885,3
9/15/2020,30,1070.6984,267.959969,2.99,3
9/15/2020,31,846.93085,245.809,2.965,3
9/15/2020,32,500.5487,249.834625,3.035,3
9/15/2020,33,524.38941,251.366515,3.07,3
9/15/2020,34,319.00972,254.506919,3.11,3
9/15/2020,35,248.33291,274.469488,3.07,3
9/15/2020,36,145.431067,301.575317,3.1,3
9/15/2020,37,68.30201,332.79147,3.11,3
9/15/2020,38,11.192258,343.573934,3.11,3
9/15/2020,39,0.365769,408.26134,3.17,3
9/15/2020,40,0.030933,391.631414,2.905,3
9/15/2020,41,0,406.30454,2.8,2
9/15/2020,42,0,416.75588,2.785,2
9/15/2020,43,0,419.782109,2.27,2
9/15/2020,44,0,410.86509,2.135,2
9/15/2020,45,0,389.665269,2.22,2
9/15/2020,46,0,362.12794,2.15,2
9/15/2020,47,0,348.542569,2.04,2
9/15/2020,48,0,328.658959,1.99,2
9/16/2020,1,0,298.756172,2.23,2
9/16/2020,2,0,260.78655,2.27,2
9/16/2020,3,0,252.393849,1.905,2
9/16/2020,4,0,246.465213,1.905,2
9/16/2020,5,0,237.597009,1.91,2
9/16/2020,6,0,237.796175,1.905,2
9/16/2020,7,0,244.960386,1.895,2
9/16/2020,8,0,253.376919,1.895,2
9/16/2020,9,0,261.385889,1.905,2
9/16/2020,10,0.016789,272.232547,1.92,2
9/16/2020,11,13.648306,273.711047,1.93,2
9/16/2020,12,115.037256,297.46506,1.93,2
